935.869995 2.086414 0.000000 0.010000 0.370974 0.546364 0.426769 0.262021 0.000000 0.000000 1.000000 0.050000 0.200000 0.001000 0.500000
941.609985 1.536210 0.000000 0.010000 0.655152 0.701552 0.571998 0.457251 0.000000 0.000000 0.000000 0.070000 0.257311 0.001000 0.500000
947.340027 1.282761 0.000000 0.010000 0.743423 0.765215 0.640872 0.547978 0.000000 0.000000 0.000000 0.080000 0.769880 0.001000 0.655204
953.080017 1.132234 0.096579 0.020724 0.789598 0.802998 0.686449 0.606559 0.000000 0.000000 0.141811 0.120000 0.837606 0.001000 0.773026
958.809998 1.046173 0.181414 0.099513 0.810068 0.822684 0.710875 0.638034 0.067549 0.000000 0.275327 0.136744 0.857621 0.001000 0.812386
964.539978 0.956848 0.230818 0.146680 0.823389 0.835808 0.726445 0.659271 0.114857 0.035604 0.350063 0.235895 0.866491 0.001000 0.830338
970.270020 0.902044 0.254921 0.171528 0.830257 0.842361 0.734992 0.670003 0.139433 0.070718 0.398484 0.287799 0.871737 0.001000 0.839654
976.000000 0.904409 0.273712 0.190434 0.835345 0.846721 0.740526 0.677270 0.160009 0.093023 0.433298 0.326472 0.873034 0.001000 0.844584
981.729980 0.914724 0.285295 0.200202 0.837127 0.849641 0.743001 0.681567 0.171939 0.106694 0.458213 0.353633 0.874345 0.001000 0.846683
987.450012 0.936304 0.294350 0.207644 0.839176 0.851382 0.746131 0.685077 0.182279 0.116055 0.479717 0.376534 0.874729 0.001000 0.848220
993.179993 0.946016 0.299042 0.213999 0.839927 0.852274 0.747418 0.687190 0.189408 0.122506 0.498103 0.395039 0.876064 0.001000 0.848570
998.900024 0.946333 0.294598 0.207566 0.836998 0.849597 0.743833 0.683267 0.182837 0.113392 0.506700 0.402915 0.873979 0.001000 0.845578
1004.619995 0.940742 0.300684 0.212360 0.838531 0.851179 0.745523 0.685202 0.190246 0.118620 0.523953 0.420929 0.876206 0.001000 0.846512
1010.340027 0.929765 0.305793 0.218793 0.840826 0.853860 0.748214 0.688140 0.197071 0.123221 0.540968 0.440084 0.878115 0.001000 0.848397
1016.059998 0.935574 0.311931 0.223493 0.842414 0.855469 0.750284 0.689804 0.202804 0.128062 0.556886 0.456621 0.878659 0.001000 0.850086
1021.770020 0.940431 0.318969 0.228592 0.844603 0.857626 0.752385 0.692614 0.209156 0.133217 0.572216 0.473260 0.880048 0.001000 0.851691
1027.489990 0.942879 0.324473 0.232746 0.846155 0.859089 0.754345 0.694253 0.215131 0.136972 0.587083 0.489415 0.881044 0.001000 0.852850
