380.468000 0.871031
382.267000 0.869429
384.066000 0.866178
385.865000 0.865064
387.664000 0.866407
389.463000 0.866590
391.262000 0.868269
393.061000 0.867430
394.860000 0.866407
396.659000 0.864652
398.458000 0.863523
400.257000 0.863035
402.056000 0.860731
403.855000 0.857939
405.655000 0.851301
407.454000 0.848829
409.253000 0.848005
411.052000 0.853498
412.851000 0.833249
414.650000 0.821592
416.449000 0.809659
418.248000 0.802625
420.047000 0.814466
421.846000 0.824796
423.645000 0.838041
425.444000 0.846174
427.243000 0.856779
429.042000 0.864302
430.841000 0.867018
432.640000 0.871183
434.439000 0.868925
436.239000 0.863508
438.038000 0.853666
439.837000 0.839246
441.636000 0.817578
443.435000 0.772168
445.234000 0.695598
447.033000 0.630213
448.832000 0.599893
450.631000 0.623606
452.430000 0.626520
454.229000 0.646006
456.028000 0.653407
457.827000 0.682948
459.626000 0.697734
461.425000 0.688808
463.224000 0.710521
465.024000 0.739391
466.823000 0.790402
468.622000 0.815824
470.421000 0.831464
472.220000 0.833204
474.019000 0.840009
475.818000 0.841001
477.617000 0.845914
479.416000 0.848371
481.215000 0.836179
483.014000 0.825025
484.813000 0.805539
486.612000 0.796460
488.411000 0.803067
490.210000 0.813443
492.009000 0.830930
493.808000 0.843519
495.608000 0.856367
497.407000 0.867384
499.206000 0.877562
501.005000 0.882444
502.804000 0.882185
504.603000 0.880217
506.402000 0.875563
508.201000 0.870741
510.000000 0.864790
511.799000 0.853986
513.598000 0.827604
515.397000 0.754162
517.196000 0.687160
518.995000 0.655970
520.794000 0.640665
522.593000 0.657328
524.393000 0.675288
526.192000 0.709026
527.991000 0.750958
529.790000 0.785626
531.589000 0.803189
533.388000 0.797757
535.187000 0.776593
536.986000 0.753979
538.785000 0.745739
540.584000 0.758831
542.383000 0.763516
544.182000 0.785565
545.981000 0.802304
547.780000 0.826505
549.579000 0.849119
551.378000 0.863279
553.177000 0.876616
554.977000 0.884977
556.776000 0.891295
558.575000 0.898924
560.374000 0.903487
562.173000 0.906325
563.972000 0.907485
565.771000 0.908568
567.570000 0.910719
569.369000 0.912413
571.168000 0.913298
572.967000 0.913817
574.766000 0.914412
576.565000 0.914809
578.364000 0.915175
580.163000 0.915526
581.962000 0.915908
583.761000 0.916320
585.561000 0.916503
587.360000 0.916152
589.159000 0.915923
590.958000 0.916274
592.757000 0.917159
594.556000 0.918471
596.355000 0.918868
598.154000 0.919265
599.953000 0.919646
601.752000 0.919356
603.551000 0.920348
605.350000 0.920836
607.149000 0.920958
608.948000 0.921050
610.747000 0.920867
612.546000 0.920577
614.346000 0.920119
616.145000 0.920180
617.944000 0.919173
619.743000 0.917861
621.542000 0.916472
623.341000 0.913558
625.140000 0.911528
626.939000 0.908751
628.738000 0.904982
630.537000 0.900160
632.336000 0.893370
634.135000 0.886351
635.934000 0.876570
637.733000 0.860136
639.532000 0.834974
641.331000 0.810636
643.130000 0.801450
644.930000 0.803204
646.729000 0.800458
648.528000 0.793133
650.327000 0.791363
652.126000 0.795438
653.925000 0.798489
655.724000 0.801038
657.523000 0.815671
659.322000 0.835752
661.121000 0.848753
662.920000 0.854978
664.719000 0.862181
666.518000 0.871473
668.317000 0.880644
670.116000 0.886061
671.915000 0.889494
673.714000 0.893904
675.514000 0.901793
677.313000 0.913146
679.112000 0.920623
680.911000 0.924956
682.710000 0.927291
684.509000 0.928252
686.308000 0.929992
688.107000 0.931243
689.906000 0.932113
691.705000 0.932265
693.504000 0.932204
695.303000 0.931945
697.102000 0.931563
698.901000 0.931273
700.700000 0.930968
702.499000 0.930632
704.299000 0.930770
706.098000 0.930220
707.897000 0.929244
709.696000 0.930083
711.495000 0.929000
713.294000 0.929717
715.093000 0.929778
716.892000 0.929473
718.691000 0.929320
720.490000 0.929305
722.289000 0.928542
724.088000 0.929198
725.887000 0.929259
727.686000 0.929244
729.485000 0.929229
731.284000 0.929107
733.083000 0.929046
734.883000 0.928862
736.682000 0.928740
738.481000 0.928450
740.280000 0.927855
742.079000 0.927184
743.878000 0.926345
745.677000 0.925582
747.476000 0.924620
749.275000 0.922469
751.074000 0.918242
752.873000 0.914275
754.672000 0.913298
756.471000 0.915785
758.270000 0.920150
760.069000 0.921828
761.868000 0.923827
763.667000 0.925002
765.467000 0.925963
767.266000 0.926619
769.065000 0.926787
770.864000 0.925704
772.663000 0.925368
774.462000 0.924315
776.261000 0.923217
778.060000 0.921462
779.859000 0.919341
781.658000 0.917678
783.457000 0.911910
785.256000 0.902678
787.055000 0.892027
788.854000 0.882200
790.653000 0.881392
792.452000 0.881880
794.252000 0.883711
796.051000 0.882139
797.850000 0.876112
799.649000 0.868406
801.448000 0.863645
803.247000 0.862501
805.046000 0.863584
806.845000 0.862562
808.644000 0.861891
810.443000 0.866743
812.242000 0.878325
814.041000 0.888579
815.840000 0.894987
817.639000 0.900099
819.438000 0.907164
821.237000 0.914580
823.036000 0.918334
824.836000 0.918975
826.635000 0.919402
828.434000 0.920531
830.233000 0.921935
832.032000 0.923766
833.831000 0.926787
835.630000 0.929656
837.429000 0.930236
839.228000 0.931121
841.027000 0.928740
842.826000 0.928420
844.625000 0.928985
846.424000 0.930129
848.223000 0.932433
850.022000 0.933104
851.821000 0.933211
853.621000 0.934936
855.420000 0.935149
857.219000 0.935988
859.018000 0.935790
860.817000 0.935851
862.616000 0.935119
864.415000 0.935027
866.214000 0.934493
868.013000 0.933669
869.812000 0.933471
871.611000 0.932128
873.410000 0.928908
875.209000 0.928099
877.008000 0.924666
878.807000 0.920562
880.606000 0.917266
882.405000 0.913527
884.205000 0.908949
886.004000 0.903258
887.803000 0.897688
889.602000 0.891096
891.401000 0.882200
893.200000 0.870695
894.999000 0.864057
896.798000 0.863066
898.597000 0.869444
900.396000 0.877287
902.195000 0.886366
903.994000 0.897108
905.793000 0.903761
907.592000 0.907408
909.391000 0.905470
911.190000 0.902632
912.989000 0.900374
914.789000 0.900740
916.588000 0.900999
918.387000 0.903975
920.186000 0.909377
921.985000 0.915282
923.784000 0.920043
925.583000 0.922835
927.382000 0.923445
929.181000 0.923140
930.980000 0.922118
932.779000 0.922057
934.578000 0.921828
936.377000 0.922271
938.176000 0.922530
939.975000 0.923827
941.774000 0.925673
943.574000 0.927672
945.373000 0.928481
947.172000 0.927749
948.971000 0.926864
950.770000 0.926696
952.569000 0.927306
954.368000 0.928511
956.167000 0.928344
957.966000 0.927672
959.765000 0.925734
961.564000 0.919417
963.363000 0.906310
965.162000 0.888243
966.961000 0.870695
968.760000 0.857816
970.559000 0.852323
972.358000 0.857893
974.158000 0.867750
975.957000 0.874556
977.756000 0.878691
979.555000 0.882429
981.354000 0.886671
983.153000 0.896529
984.952000 0.907424
